deviceId,timestamp,accel_x,accel_y,accel_z,vibration_magnitude,status,time_diff
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 11:28:51,1.3,-8.4,2.5,8.860022573334675,NORMAL,9.0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 11:29:21,1.0,-7.6000004,4.75,9.017899205469096,NORMAL,30.0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 11:29:31,0.59999996,-13.200001,3.75,13.735447803111517,NORMAL,10.0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 11:29:36,0.8,-10.6,3.5,11.191514642799696,NORMAL,5.0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 11:29:41,-0.50000006,-9.800001,5.0,11.013174822003009,NORMAL,5.0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 11:29:48,-0.7,-8.0,5.75,9.876866912133623,NORMAL,7.0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 11:29:53,2.5,-8.400002,2.75,9.185452280644867,NORMAL,5.0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 11:29:58,0.100000024,-9.4,5.5,10.891280916623169,NORMAL,5.0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 11:30:03,0.79999995,-8.800001,3.0,9.331667456569646,NORMAL,5.0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 11:30:13,0.6,-8.599999,3.5,9.304299156841475,NORMAL,10.0
zRYzhAEAHAABAAAKCRtcAAsAtwB1gBAQ,2020-08-17 11:30:16,0.6,-8.599999,3.5,9.304299156841475,NORMAL,3.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 11:31:11,0.0,7.0,7.0,9.899494936611665,NORMAL,55.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 11:44:55,0.0,6.5,7.0,9.5524865872714,NORMAL,824.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 11:45:55,0.0,7.0,7.0,9.899494936611665,NORMAL,60.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 11:46:57,0.0,6.5,7.0,9.5524865872714,NORMAL,62.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 11:47:57,0.0,6.5,7.0,9.5524865872714,NORMAL,60.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 11:48:59,0.0,6.5,7.0,9.5524865872714,NORMAL,62.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 11:50:00,0.0,6.5,7.0,9.5524865872714,NORMAL,61.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 11:51:00,0.0,7.0,7.0,9.899494936611665,NORMAL,60.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 11:52:01,0.0,7.0,7.0,9.899494936611665,NORMAL,61.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 11:53:01,0.0,7.0,7.0,9.899494936611665,NORMAL,60.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 11:54:01,0.0,7.0,7.0,9.899494936611665,NORMAL,60.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:02:37,0.5,-1.0,9.5,9.565563234854496,NORMAL,516.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:03:32,0.5,-1.0,9.5,9.565563234854496,NORMAL,55.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:04:21,1.0,-0.5,8.5,8.573214099741124,NORMAL,49.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:04:32,1.0,-0.5,8.5,8.573214099741124,NORMAL,11.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:04:52,0.5,-2.0,11.0,11.191514642799696,NORMAL,20.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:05:32,0.5,-2.5,10.0,10.319883720275147,NORMAL,40.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:06:32,1.0,-2.0,9.0,9.273618495495704,NORMAL,60.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:07:32,1.0,-0.5,11.0,11.05667219374799,NORMAL,60.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:08:32,0.5,0.0,11.0,11.01135777277262,NORMAL,60.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:08:49,1.0,-1.5,9.0,9.17877987534291,NORMAL,17.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:09:33,1.0,-0.5,9.5,9.565563234854496,NORMAL,44.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:10:33,1.0,-1.5,10.5,10.653637876331258,NORMAL,60.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:10:34,1.0,-1.5,9.0,9.17877987534291,NORMAL,1.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:11:32,0.5,-2.0,11.0,11.191514642799696,NORMAL,58.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:11:34,0.5,-2.0,11.0,11.191514642799696,NORMAL,2.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:12:02,0.5,-2.0,11.0,11.191514642799696,NORMAL,28.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:12:34,0.5,0.0,9.0,9.013878188659973,NORMAL,32.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:13:34,1.0,-0.5,9.5,9.565563234854496,NORMAL,60.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:13:57,1.0,-1.5,9.0,9.17877987534291,NORMAL,23.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:14:34,0.5,-1.0,10.0,10.062305898749054,NORMAL,37.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:15:11,0.5,-1.0,10.0,10.062305898749054,NORMAL,37.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:15:34,1.0,-1.0,9.0,9.1104335791443,NORMAL,23.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:23:34,1.5,-9.0,0.5,9.137833441248533,NORMAL,480.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:24:29,1.5,-9.5,0.5,9.630680142129112,NORMAL,55.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:24:59,4.0,-9.0,1.5,9.962429422585638,NORMAL,30.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:25:29,4.0,-9.0,1.0,9.899494936611665,NORMAL,30.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:26:29,4.0,-8.5,1.0,9.447221813845593,NORMAL,60.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:27:29,4.0,-8.5,1.5,9.513148795220223,NORMAL,60.0
zRYzhAEAHAABAAAKCRtcAAsANAB0gBAQ,2020-08-17 12:28:29,4.0,-8.5,1.5,9.513148795220223,NORMAL,60.0
